
KCNC3
GRWD1
CFAP47
DZIP3
CDK5RAP2
MAP4K4
S100PBP
BMX
TUBG1
MTMR3
LINC00662
CRABP1
HLA-DQB2
PTGS1
RNF41
CSNK1A1
SLBP
ARHGAP24
MANSC1
TRPC1
UBR1
GNA13
PRKACA
PYGM
SLA2
DDB2
CAPN7
UNKL
AF131216.1
RNF126
RNF216
CHPF
HOXA11-AS
ZADH2
CEBPZ
CHI3L1
COPS5
PAPPA
DIO2
ATG12
PANX1
MAGEH1
AC239803.3
ARPC5L
PSME1
SMURF2
ZNF10
KIF21B
EIF2S2
OPRPN
TRIP6
TSG101
NKG7
TAF10
HAGHL
ZCCHC7
CD19
ITPR3
ELF3
SELENOS
NEK6
LINC00243
CASP14
KIT
AC124016.1
PLA2G1B
TIMM10
SLC23A2
USP7
GNG4
FGF22
ZCCHC18
FAF2
ZYG11B
MIR200CHG
BTN3A2
ST6GALNAC1
NR4A2
CAMK2G
PCCA
FBLN5
COL14A1
FNDC3B
BAD
LMNB1
CALB2
SNX32
TUSC1
ALDH18A1
PIM2
PSME3
LILRB5
ITIH5
IL24
OPTN
BTN3A1
NKD1
ANO9
LINC01266
TNFRSF10A
AC099791.2
SLC6A11
ACO2
NOCT
BANF1
LUM
KCTD13
SETD7
ATAD5
BCL2
RPN1
AL357060.1
CPXM2
GSDMB
HCAR1
WNT1
KDR
MX2
NRP2
CD6
DET1
ERVFRD-1
IGLJ2
MT3
VAMP3
PFKL
PMP22
CTSA
CLU
TTC36
CACNA1D
FAM84B
ITFG2
CD200R1
NOC4L
ANG
IL10RB
STX2
PEMT
LINC00924
BAIAP2
WIF1
RABGAP1L
SLC4A2
KLK10
ZNF429
SMPDL3B
SMARCA4
MPC1
BCL2A1
TNFRSF17
PIP5K1B
ZC3H12D
TPCN1
LCNL1
GNG7
ELL
Z93241.1
S100A12
CSGALNACT1
VDAC2
DYSF
FBXO5
MARCKS
AOX1
FTH1
COX5B
PSTPIP1
ADAM12
WSB1
PHLDA2
MMD
FBXO2
PLOD1
DIABLO
VNN1
GPD2
SASS6
DENND5A
FRMPD1
BCL2L2
NTM
CDC42EP1
SLC43A1
CYP2E1
DAB2
ATP6V1A
RPA3
PLCE1
AC092683.1
OS9
MTMR14
FUNDC2
BBS9
SLC4A8
MAML2
ACKR1
ACAD10
PRDX2
ABCD1
TANK
STS
LCP2
GPR68
TPM1
PCDH7
SERPINB2
TGFBI
IGHJ3
HAX1
HOXA4
CCNDBP1
ITGA1
SIX1
CASP8
DNTTIP2
SLC44A4
TPBG
ADGRG3
VAMP5
ZNF107
AC007325.2
NPL
PIK3R3
COX6A1
LARGE2
CASP4
STAT2
DUSP6
AGER
ARNT
PLK2
LMX1B
ME2
KRT23
SEMA4C
IRS2
FGFR3
ZNF445
CAND2
SCG3
PIDD1
UPP1
RAB27B
CYP39A1
MEGF11
EIF4EBP1
TRIAP1
HLA-DRB1
NPTX2
SEC11A
STMN1
ABRACL
SDC3
CDH11
UBE4B
EPGN
LSP1
LIF
RNASE6
CACYBP
VPS37D
RIMS1
PRKG1
VPS37B
LINC01116
CCL8
EEF1A1
CD99
PITHD1
L1CAM
PLPPR4
ADH1C
MS4A7
SUCLG1
AP000787.1
CPNE5
GADD45A
ELL2
HLA-DMA
AC090527.3
DNASE1
GJA4
ZNF350-AS1
ASCC2
RUNX2
TSR1
APBA2
IRF1
C1QTNF7
CYB5R3
CES2
ZNF512
ADAM8
LYZ
NR2F2
COX7A2
AMDHD2
PASK
AGO4
ATP1A4
CAB39
GALNT5
SEL1L3
GNMT
POLR3K
CSTF3
ATP6V0C
CACNA1I
AC123912.4
H6PD
MGST2
GPR15
MIR222HG
CD4
TYMS
GID4
KPNA5
SMAGP
FAM155A
LINC02015
HSD17B1
GABBR1
ASNS
METTL18
YWHAH
SGPP1
FBLN1
AC106739.1
IGHE
PHOSPHO1
GSS
AXIN2
BAX
PINK1
YES1
RORC
NCAPH2
REEP6
SSRP1
POLR3C
RDH5
PCDHB11
LYRM7
ALOX15B
FAM166B
GPX7
VPS13C
LLGL2
HS3ST2
MTA1
LILRB1
ADM
PABPC1
LST1
PFKM
CALY
CXorf57
CCDC50
MPO
MYH9
COMP
LDLRAD4
MTOR
DNAJC18
RGS13
WDFY3
AC133644.2
TSHZ2
PRRX1
GIT1
PRKAA1
STRBP
SHMT2
NR4A1
C12orf75
FOLR2
TSC1
PLCH1
SAMD9
ALOX5
LEPROT
QPRT
AC096637.2
SLC26A11
SDS
CLEC11A
SLC1A6
PDP1
PIGO
GSDMA
SPTLC1
CH25H
ALDH1A2
PSMD2
WNK4
MMP19
ZBTB32
GCSAM
MAPK8IP3
RB1CC1
STC2
GALNT7
CLN3
PPP1R15A
SLC24A1
CDC42BPG
SP1
TGFBR3
ITGB7
JADE2
MVP
TOMM20
PARL
TAPBP
DLG1
IL21
PIP4K2A
Z83851.1
TMEM98
MRGPRF
BX324167.1
DPT
MYRIP
ZBTB7C
HIST1H2AC
LIPC
PLA2G6
MYO1C
VEGFA
ACKR3
CHD7
MT1G
SELENOP
HVCN1
PNPLA4
ABCB4
CRISP3
SLC25A11
SPEF2
PCDHGB3
ROCK1
ZWINT
SPSB1
AKR7A2
AC027130.1
COX7B
CHD3
ADGRB2
VEGFB
SYN3
CMA1
NOTCH2
JAKMIP1
TM7SF3
IFT20
GPR171
REV3L
SYK
BLVRA
FIP1L1
ARHGDIA
ZNF600
AC012645.3
RHBDD1
SPP1
HLA-DPA1
MVB12A
USP19
MGAT4B
ALAS2
PDIA4
DEK
PKN1
PITPNA-AS1
HCG18
MGST3
OXNAD1
RHOT2
CYP24A1
LAMP2
IL21R
IGKJ5
SRSF6
ATXN1
AMBP
NEFL
CD22
CREB1
AXIN1
DUSP5
AC233976.1
SCARA3
KDM6B
IRF3
EIF1B
MCCC2
SELENBP1
NDUFS6
ABLIM1
KRI1
FAT2
CCNB2
DSG1
LINC00989
ARHGEF6
ITGAM
USP20
HADHA
SHISAL2A
FKBP1A
MGAT3
ALPL
SPAG4
CSRNP2
APAF1
SFTPA2
BAG2
AF165147.1
DUOX1
ITM2A
IFNAR1
ME1
PCK1
P4HB
MB
COL5A2
LINC02446
KRTDAP
CYP3A5
CHMP2A
KLF6
EGFL6
PDE4B
RIC3
CTNNA1
NDUFB8
ALOX12B
ALG12
RGS5
SLFN12L
CDC34
AC243829.1
PDGFD
TPT1
PARP3
DPYSL4
GOLGA8M
STK25
C12orf49
EXOC8
PANK1
QSOX1
FOSB
STAT5A
ABCA1
PALLD
UGT2B7
LRRC2
HSD17B7
PPP4R1-AS1
SOCS4
MIR4435-2HG
MCL1
KIAA1671
F13A1
SAMD3
DLGAP5
SYNM
ZSWIM5
FBL
FABP6
SCD
APOBEC3A
MAPK9
MXD4
CHMP7
NAP1L2
SPRY4
KANK4
ADIRF
PURA
THEMIS
TRAC
TCN1
SOCS3
PLPP3
PGM2L1
MALT1
AGPAT5
CYP2D6
ARHGAP18
LTBP2
ABCD2
AC134981.1
DNAAF1
CCL18
KATNA1
SDC1
TYMP
AHCYL2
CXCR6
LEPR
ARID5B
IGKJ1
TIPIN
MCOLN2
SERHL2
OTOF
TPRKB
MCM3
AL117329.1
ACSL3
ADAM17
IRF7
HSD17B10
ELP2
SLC2A4
TRPV4
PTK2
CLDN15
TMEM40
CYP27C1
PRKCH
AC125807.2
TMED6
RAB13
XPO1
AC009148.1
PLAGL1
PKM
TKT
MAB21L1
LCN10
CHSY1
WDR74
CLYBL
UVRAG
ZBTB37
COX7B2
UBASH3A
ACADSB
TCF7
TNFAIP3
CEL
FOXL1
AC011405.1
ECPAS
COX8A
KLRC3
GNPNAT1
ARIH2
FAM153C
APP
VEGFC
TRAPPC2
ARSJ
LAD1
DKK3
HPD
RHEB
IRF9
DOCK9
EIF4G1
GLRX2
ANKRD22
VHL
SKAP2
ZNF431
HIF1A-AS2
CTNNA3
PRDX6
SAA2
PLEC
ANKRD30A
PHKG2
ITPKB
SUV39H2
MRNIP
SCMH1
POLDIP2
DPY19L2
SACS
AMD1
MANF
LINC00426
PLTP
TRAF3
UBE2K
PTPRB
TIMM50
SLC30A5
CD9
WNT2
IL12RB1
ATP2B4
STX4
THEM5
ST6GAL1
ERVV-2
TMEM97
UBE2H
CTSK
UGCG
SLC9A3
DLL4
CCNO
YBX1
CKAP4
CFL1
GABARAPL2
THAP2
SERPINH1
FAM92B
GMPR
PLEKHA5
EDN1
GADD45B
AQP5
PRKCA
KIF3B
CDKN2C
IER5
DLG2
ETFA
TAB3
CDC45
WASL
PSMD7
PCNT
AC105999.2
RAF1
PLA2G4F
GEMIN4
CDH8
CMPK1
PMVK
ALMS1
PLAU
SEMA4D
TP63
IGFBP7
MCCC1
TPK1
COX11
SUGCT
GYS1
ANXA4
TNFRSF1A
XPC
BEX2
ALYREF
FCGBP
EMCN
CKMT1B
CRELD2
OLIG2
RNF125
KIR2DL3
ANXA1
SERTAD1
C8orf34
PLCH2
STAT1
PIK3C2A
RGP1
MSRA
ACSL5
TGFBR1
TSPAN13
CCND2
IL13RA1
CYSLTR1
DNAJB1
NXNL2
DOK7
ECM2
MAP1LC3B2
ST6GALNAC2
ST8SIA6-AS1
FOXP1
TDO2
ITGAE
PGC
HMGCL
UNG
ATXN2
GATM
CDC20
PDE7A
PRDX1
POLR2A
MMP7
CCDC88A
CCR4
EMP1
NT5C2
C1QBP
SH3BGRL2
ARMC8
EZR
FBXL7
RAPGEF3
MAP1LC3C
FKBP14
FGR
DHODH
NPM1
MEOX2
EIF3J-DT
AGPAT4
MATR3
STYX
PACSIN1
PAG1
DNAJB9
ADCY6
AL591848.4
ATP5F1B
IKZF3
AP000320.1
SLC25A45
VPS33A
ABCC1
IPCEF1
TNFSF10
HSPA8
PCYT2
DNAJA4
NCAPH
DLGAP1-AS1
ZFP36
TENM3
ID1
FBXO33
CEP192
GRK2
ARFGAP1
MID1IP1
KIAA1522
SLC22A5
VPS4A
HCST
PEX11B
FBXL22
HSPA6
SLC4A3
NFAT5
AKAP7
TRPS1
FLNA
HDAC1
WNT16
ERCC5
CRY1
RUBCNL
IL22RA1
PDE3A
RAB17
FGD1
PDE5A
MOXD1
MAT2B
TPSD1
IRF6
AFG3L2
PRSS23
LRCH2
AL118516.1
HDAC11
AL049839.2
HLA-E
LSR
IREB2
RMND5B
PNO1
SREBF2
GJB1
MAP1S
LAPTM5
EPB41L2
LTC4S
SDAD1
CAT
TSPOAP1
CHIC1
IL17A
PCAT1
PPP2R2C
IL1B
APOC1
C12orf42
ITGA9
HGD
TIMP1
TMEM204
AC005064.1
CUL4A
SMIM25
SOS2
PIF1
ALDH5A1
GRM8
VAT1
PSMD8
TAX1BP3
HCLS1
YAP1
TNFRSF1B
LMAN1
CYP46A1
ARPC3
SYNGR2
B4GALT2
KDELR3
THNSL1
LINC02544
NCAPD2
SWAP70
PMM1
TTC12
FAM201A
CCT6A
UNC5C
POLR2J
DDIT4
CLK4
SUCLG2
GLS
SCP2
SCGB1A1
IL22RA2
NOP14
MGAT4A
CPNE7
TXK
SLC29A3
ALOX15
ERAP2
SULT2B1
ZNF707
CASQ2
ATP1B2
TOMM70
RMND5A
OXA1L
TET1
ALB
AC015849.1
FCHSD2
CCDC141
EEF2
RAB7B
CSNK2A2
DLC1
DSP
PAFAH2
OSER1-DT
B4GALT7
FBXL6
UBQLN1
NFIL3
PAK2
AC141272.1
RAB7A
KRTCAP3
CAMKK2
TKFC
SMARCD3
ABCC3
POLE4
GSDME
SIGLEC6
FAM8A1
CDC42SE2
DKC1
ZNF302
CYP51A1
DAP3
ACTR3
MT1M
MAPK3
SLC26A8
MEG3
VPS26B
ODC1
FERMT2
ZNF365
IMMP2L
SLC39A6
LCT
AGO3
GALNT12
GFPT1
AL158847.1
IL18R1
SLC37A4
AL928742.1
POLR2J3
DERL1
IRAK4
CCNB1
TEX9
CNTROB
CYTH2
TLR8
XPOT
FAM129C
LEFTY2
CCL19
EGFL7
COMT
GLUL
FOXP3
CPB1
SH3TC2
TACSTD2
SGO2
SORCS1
PDAP1
DDX60L
Z69706.1
PGM1
CCL5
UXS1
MAST4
LIMK1
LAMTOR3
JAK3
SSR3
CHPT1
SLAMF9
STX17
DGKI
PRDM16
CASP5
SLCO1C1
DHCR7
TFF1
GK
MPZL3
DRAIC
SPINK8
ENTPD6
AC007952.7
SSBP2
SRGAP3
ACAT1
PCGF5
AC005740.4
SLC25A18
VAMP8
CDC37
CD7
ERBB3
PPT1
ELOVL2
AMN1
ICAM1
FADS1
CD1B
NSMF
IL12A-AS1
PIGT
MISP
CDKN2D
MYO9B
HAVCR1
CEP290
NFATC1
EIF4E3
SFRP2
CYC1
CBL
OSTC
ADCYAP1R1
PIK3CA
CDC23
CENPF
NUFIP1
LYVE1
LINC01485
CSTA
AC008937.3
HSPA9
MYD88
CXCR2
ITGB6
LINC00473
PRICKLE3
ANAPC5
AC027288.3
NR1D1
CD34
HEYL
HIBADH
RTKN2
AC053513.1
ALAD
MSN
EIF4E
CS
PNRC1
FBN1
CLDN8
AC021188.1
CTSF
EI24
UQCR10
EDEM1
SLC20A1
SMOX
PRIM1
CFP
NDUFC1
APOL6
LILRB2
ETFB
CHRM1
ATG2B
CDKN2B
C3
DSC3
AL627171.1
MIXL1
ABCA2
POLR3D
ITGA3
FEN1
BCL6
FCRL6
CHFR
APEX1
EMX2
SHPRH
SLC5A11
SIKE1
BTK
DSG3
HSPBP1
ACAD8
PDE7B
MSI1
HAS2
MAP2K1
KRT7
SOAT2
KCTD17
WFS1
CD44
CD96
DCPS
CFI
LBH
MAL
AL135790.1
PLD3
HELB
DUSP16
ATF2
TRIM5
UPF3B
MT1F
MANBA
SPOCK1
SOD2
P2RX1
RAB12
PCSK1
RAB33B
BASP1
SULT1A2
ASIC4
SGTB
PLD5
AC025031.1
TTC16
DGKD
CNTNAP3B
EP300
AC087623.3
SH2D2A
FBXO38
TRIM25
RIIAD1
UBE2Q2L
HLA-C
CYP1B1
DMGDH
TNFSF13B
ATP1A2
AC005920.1
ATP1B3
C1QA
HSPH1
SEPHS2
ARNTL
SFTA1P
VPS36
ICA1
AC012615.1
SRARP
CENPN
AKTIP
GLCE
SUPT3H
HSD11B2
ATP5PF
GAA
COX4I2
DUSP2
ATP5F1C
IFI6
NCAPG
DBNDD1
HMCN1
ACVR1B
CAP2
PDE4D
UBE2W
ETS2
C6orf15
ATM
BDH2
FGF13
ZC3H8
SSH1
GLUD1
SPIB
SUMO2
PHGDH
CUL1
P2RX2
NIFK-AS1
VILL
EBF1
GSDMD
ACOT2
TRPC4AP
PPFIA4
MLC1
HOPX
PCYT1A
TLR7
CDC26
FUT3
ISOC1
ZNF737
LY86
MS4A4A
RCAN2
NPAT
HMGB1
NELFCD
DGUOK
PHF1
IL2RG
NDRG1
TUSC3
DERL3
IDH3A
BBS2
SOCS5
VPS25
NUDT15
TMEM233
ANKAR
TTC39C
AC068446.2
SERINC5
RASA3
AC104109.3
CCL4
NDUFS2
SV2C
ASL
EOMES
CD86
LDHC
NDC80
PEA15
CCDC14
UFL1
RPE
IFIH1
SEMA3E
FZD5
CCR2
TTN
KLF3
PTPRE
OXSR1
INSRR
MAPK12
ACAT2
ST3GAL3
STPG4
GZMB
NCOA2
COL5A1
GSTK1
MKNK1
KRT81
SPTB
SH3BP5
CKB
CHMP4B
DCP2
ATG16L1
GGH
ACVRL1
GEM
HAVCR2
SPC25
IL2
PAXIP1-AS1
PTPRK
WDR86
PXDN
ALDH4A1
ISYNA1
IL4I1
IGF1
CCDC191
NSG1
NDUFA2
CTSB
IFIT1
ERLIN2
RNASE2
LINC02303
ESM1
SLC15A2
EXOC4
CAPN3
FLAD1
CMAS
APC
POLE
SP4
MAN2B1
AEBP1
A4GALT
AMMECR1
PGGHG
CRAT
UBR3
ACBD5
DGAT2
GXYLT2
SMYD3
FLRT3
CKS1B
NDUFA5
SLC4A7
ALDH3B1
XCL1
SYNE2
AC023157.3
PRC1
GAPDH
HPGDS
ITGB1
EIF4A2
KMT5A
PTN
RHOT1
B3GAT3
POLD1
SLC6A3
MDH2
CCL21
FBXL17
PLCB3
MX1
AC145124.1
POSTN
ITGB8
LINC01060
PHKB
TCL1B
INPP4A
HEXIM1
KANSL1
NTHL1
AC012617.1
AC020911.2
EEF1AKMT1
ZNF708
CDC27
SHROOM3
SGCE
PSAP
ACAN
BCL11B
NDUFB1
TMEM59
CTSD
SLC35C1
IL15
CDS2
TLR1
COMMD3
FKBP5
MAPK1
ABAT
SYNPO
CREBZF
KMT2D
LINC02084
LINC01871
NUCB2
ST6GALNAC4
WAC
RHOJ
ADPRH
FAM118A
CD28
IL16
IRX2
VPS18
UROD
TNFRSF18
ABCC8
AC007569.1
CSF2
AMPD1
FCRL4
KBTBD7
MMP1
RUNX3
SCFD2
TBC1D5
SNORC
FBXL16
FAM160B1
BACH2
FANCF
BCR
FBXO6
TMEM63A
ANXA2
SCFD1
PLK1
CYB561A3
PLCD4
ELP1
TM4SF1
LGALS1
BCAR3
NHLRC1
ISCU
CHST1
BLK
PHKA1
KLHL20
LYAR
RRAD
SLC14A1
PPP2R5C
LINC02033
COX7C
CDK17
PIP
ASB2
FEZ1
AL445250.1
CLDND1
YWHAB
IGLL1
P2RY8
PGAP1
CLOCK
GFOD1
SLC12A3
SEC22B
SLC46A1
VPS37C
KITLG
KIF2C
ENPP2
ALDH9A1
STAM2
UFD1
NDUFV3
ECT2
ZNF862
SMC4
TRAM2
ZC3H6
GSK3A
OTULINL
FOS
Z93930.2
APIP
USP44
NECAP2
LRP1B
SH2D1B
LINC00996
RAB40C
ZNF718
EPS8L2
AL357079.1
HIBCH
PCSK7
AGPAT1
SERPINI1
CEPT1
MLPH
DOT1L
GHR
PDE10A
GNL3
TICAM1
RSPO3
LY96
DENND5B-AS1
ZFAND2B
GRHL3
SLC28A1
SHROOM2
PDGFRB
SUN2
TLR9
VPS13D
SEMA3C
CBLC
TUBB2A
FKBP2
F5
CLEC2D
PPP3R1
SVIP
NMNAT1
SLCO2B1
ARSB
IQGAP3
STXBP3
SLC1A4
PA2G4
RETSAT
MSC
INCENP
MYO1F
EIF3H
ABCC4
KATNB1
KIF5B
AP001432.1
POLR3B
PHGR1
TNRC6C
ESPNL
CTNNB1
SEC11C
TRIM13
SYPL1
DIAPH2
GNG8
TCIRG1
TMEM131L
CNRIP1
NCK2
GNAO1
CD3G
IGFBP2
LINC01229
YPEL3
ADA
CLASP1
TNXB
SLC38A5
ECHS1
IER2
FUT8
NSUN6
PLAC9
B4GALNT2
ADAM22
IL2RB
BFAR
TRIM73
IDH1
AC107926.1
AC016831.5
ATG16L2
MIS18BP1
CUL2
SLC1A3
FOLR3
IMPA2
FAM180A
PLN
HCK
SLC6A6
TTC21B
TRIM9
ATP5PB
NCK1
ENPP3
CTPS2
CRMP1
PYGL
SNX4
IDS
AC126773.2
SPCS3
PLCG2
CLEC4C
PPP1R26-AS1
SS18L2
NF1
FGF20
GLS2
CYTH4
IL11
POLR2F
GRAP2
ADH5
ARFIP2
AQP7
PPP1R1B
SSR4
PPIF
KBTBD6
DAPK1
DYNLL2
IVNS1ABP
CDC42BPA
PHLDB2
GCK
RDH16
RPN2
DNMT3B
ZNF676
CRYAB
SLC25A37
PFN4
EPYC
IPMK
MIF
NPW
UFM1
LAMTOR2
SLC9B2
PCM1
POLB
LGMN
AKR1A1
KDM4C
NTRK1
STARD4
PFKFB1
MTR
CHST3
MCM6
POF1B
PDE1B
PMEPA1
HFE
YIPF5
NPIPB5
TCIM
FBXO32
CCR1
TSC22D1
PEX2
NR2F6
RETN
PAFAH1B1
RMRP
COL4A1
ZBED2
MAML1
CNST
TMIGD3
SLC17A3
DGKG
SHD
PSMD13
SPATS2
IL20RA
ACSL4
AL590068.1
ELOVL3
IFNGR2
AC007563.2
PTPA
MOGAT1
CSF2RB
AL161781.2
NT5E
FAM69B
FZD1
TTC37
IL4R
DGKH
CACNA1B
PDK3
ZFP36L1
BID
TEKT3
HECW2
CGRRF1
NADSYN1
OPHN1
IGFALS
HELLS
RRM2B
FJX1
CLP1
ZNF75A
NBPF15
SRPRB
WASF2
CXCL8
MINCR
MLLT6
RNF175
FBXO22
RHOF
ATG13
FKBP4
STAP1
GZMM
CD300LG
LINC01087
EFEMP1
UAP1
AKAP12
ILVBL
FTL
MUC5B
MTDH
HMOX2
MPST
LINC01550
SIRT2
CD63
RRAGD
ARHGEF1
PCBD2
TMEM184A
ABL1
RNF5
MAPKAP1
TRANK1
ASAH1
SPTLC2
DECR1
CSNK1D
FCER2
PRKAG2
COL17A1
NDUFA4L2
SLC35B2
BTLA
CHMP1B
ATP1B1
RGCC
ANXA5
IGF2
ADGRG1
CKS2
ARRB2
GTF2F1
VPS26A
PATJ
DHRS9
SMAD7
RILP
FPR1
ST6GALNAC3
ADK
PAIP2B
TIMP3
CLECL1
CD84
FAM25A
NDUFA4
MGP
MTM1
MFAP5
AOC1
TST
SLC25A13
SYTL2
SPRED1
AC092111.1
B4GAT1
ARHGEF16
MDH1
CEP250
CLNK
ACY1
KLRD1
TNFAIP8
BLOC1S6
LINC00954
PLXDC1
CYB5A
MAP3K11
RAD23B
MPP1
TIMM9
HOXD-AS2
TBK1
GSDMC
LRRC8C
ARHGAP29
PDIA3
FES
ARHGAP10
EBLN3P
RXRG
S100A4
IL19
VIPR1
ERAP1
DLG4
VCAN
TMEM39A
MAP1B
ELN
CYB5B
SLC22A1
CNR2
SERPINA1
STXBP6
NUDT2
ENO1
CD38
GPX8
PDE2A
IGFBP3
SMARCC1
TWIST2
PMAIP1
ZFAND2A
NDST1
TRIM38
EPHX1
TRADD
TRIB1
CSRP2
DNAJA1
KIF21A
TMLHE
TAT
ATF3
IDH2
TNFAIP1
SETDB2
EPAS1
HELZ2
KLF13
ARID1B
TMEM168
TMEM45A
IL32
PANK3
CLDN10
FPGT
AC144450.1
ATMIN
ERC2
PARP14
PRDX3
LRAT
AC103831.1
PBX1
LAG3
ITK
PRNP
CCDC178
E2F2
TRIM63
DSCR8
CD207
MMP12
CD1C
TAB2
SLC26A7
ANKRA2
LINC01152
NOP16
XBP1
CRLF2
FOSL2
ERI2
CDC14B
SLC5A9
FAM13C
AC026471.3
CCNH
CEP131
CDK5R1
CTF1
PLA2G2D
GPI
ZNF439
BIK
THY1
KRT17
ARNT2
MAP7
OLFML3
AVPR1A
GALE
PFN1
ABCB9
GNPAT
AKT1
GOT1
ANKH
FIS1
FBXL14
BIRC5
RAB19
SLC22A4
RETREG2
SIAH3
CTBP1
GAMT
RHBDL1
ANKRD49
LIFR
GOLGA8B
TSPAN2
ST3GAL2
C5
ARL4D
GALNT3
ZNF80
SOCS1
AK4
TRIM27
HACE1
TLR3
PISD
CUL4B
LINC01730
SNX22
SEC61B
PTPN13
GRK6
IFT57
EGFR
PIGP
HSPA4L
SPDEF
INPP1
WWP2
PIK3CG
VPS13A
AC019197.1
ADSL
RHEX
ERCC4
JUND
ANKRD55
PLA2G4A
DCP1A
NABP1
AL590999.1
TES
S100A1
RGL4
SLC16A6
ASS1
ALG1
EPHX2
PMCH
AGPAT3
ANKRD9
NCKAP1
HSD17B2
PTGDR
CD79A
DGKQ
MRAS
SULT1A1
MS4A6A
TMEM181
SSR1
ADCY9
ATP6V1H
HIST4H4
SVOPL
MTX2
KRT19
CXCL12
SLC12A2
PDZK1IP1
AC096586.1
ZNF506
AL158850.1
BCAM
SERPINE1
FBXO31
NEK9
MYL12A
ATRNL1
LMOD1
AIMP2
LDHD
PNMA3
ECI1
IL7R
CERK
PLEKHH2
DBT
RHOB
CYP11A1
FBXO27
PTPN11
KIFC2
BCKDHA
GZMH
UMPS
SLC9A7
NUGGC
USP30
GOT2
PODN
PVT1
PNMA6E
ATG7
MYLPF
CDH13
CHRDL1
FECH
SH3GL1
CSAD
INSM1
ATP6V1G1
RNF4
DCDC2
ENGASE
PDE8A
EGR4
SRPX
SERINC1
CIC
ETV1
ITGB3
MAP3K1
DLX1
AL139246.5
SLF1
H1F0
UBQLN2
TMUB1
AC103724.3
TUT4
NFIA-AS2
INPP4B
LURAP1L
NUF2
CMTM8
GRB2
G6PD
SOX18
SLC7A5
METTL24
CRIP2
PAIP1
SMPDL3A
STX1A
POU2F1
FIGNL1
KCNJ8
COLEC11
LGALS8
DMRTA1
ECI2
ADRB2
DCLK1
SCNN1B
ABCC5
NMB
ST6GALNAC5
MTHFD2
JAG2
PLEKHG1
ADGRL4
ATP11C
MEGF6
ENPP1
SHISA2
L3MBTL3
SENP7
COL6A2
FCGR2B
ACLY
PC
LDLR
COL3A1
CFAP70
CDO1
THBS1
RDH13
SERPINA5
TMUB2
EDRF1
WNT5A
PAICS
KLRG1
UQCRQ
IRX1
TAF9
PTK2B
MID2
FCN1
IL1RN
